SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015
061,25,017,00000,61590,00000,1,A,Shirley town,Massachusetts,7211,7211,7301,7483,7609,7338,7337,7400
061,25,017,00000,62535,00000,0,F,Somerville city,Massachusetts,75754,75635,75779,76679,77727,78929,79356,80318
071,25,017,62535,62535,00000,1,A,Somerville city,Massachusetts,75754,75635,75779,76679,77727,78929,79356,80318
061,25,017,00000,67665,00000,1,A,Stoneham town,Massachusetts,21437,21275,21310,21457,21635,21803,21898,22002
061,25,017,00000,68050,00000,1,A,Stow town,Massachusetts,6590,6586,6628,6758,6881,6968,7088,7125
061,25,017,00000,68260,00000,1,A,Sudbury town,Massachusetts,17659,17659,17689,17919,18127,18389,18737,18874
061,25,017,00000,69415,00000,1,A,Tewksbury town,Massachusetts,28961,28953,29070,29368,29879,30082,30289,30915
061,25,017,00000,70360,00000,1,A,Townsend town,Massachusetts,8926,8926,8968,9059,9174,9272,9408,9515
061,25,017,00000,71025,00000,1,A,Tyngsborough town,Massachusetts,11292,11292,11385,11778,11959,12083,12155,12267
061,25,017,00000,72215,00000,1,A,Wakefield town,Massachusetts,24932,25094,25154,25405,25607,26147,26745,26847
061,25,017,00000,72600,00000,0,F,Waltham city,Massachusetts,60632,60632,60854,61322,62010,62412,63149,63378
071,25,017,72600,72600,00000,1,A,Waltham city,Massachusetts,60632,60632,60854,61322,62010,62412,63149,63378
061,25,017,00000,73440,00000,0,F,Watertown Town city,Massachusetts,31915,31915,31980,32217,32901,33124,34141,34319
071,25,017,73440,73440,00000,1,A,Watertown Town city,Massachusetts,31915,31915,31980,32217,32901,33124,34141,34319
061,25,017,00000,73790,00000,1,A,Wayland town,Massachusetts,12994,12994,13021,13149,13300,13476,13546,13684
061,25,017,00000,76135,00000,1,A,Westford town,Massachusetts,21951,21951,22024,22443,22867,23315,23686,23831
061,25,017,00000,77255,00000,1,A,Weston town,Massachusetts,11261,11264,11364,11518,11720,11904,11982,12057
061,25,017,00000,80230,00000,1,A,Wilmington town,Massachusetts,22325,22325,22381,22670,22964,23199,23367,23534
061,25,017,00000,80510,00000,1,A,Winchester town,Massachusetts,21374,21374,21417,21602,21895,22159,22279,22417
061,25,017,00000,81035,00000,0,F,Woburn city,Massachusetts,38120,38134,38284,38630,38873,39162,39298,39555
071,25,017,81035,81035,00000,1,A,Woburn city,Massachusetts,38120,38134,38284,38630,38873,39162,39298,39555
050,25,019,00000,00000,00000,0,N,Nantucket County,Massachusetts,10172,10172,10164,10141,10331,10561,10821,10925
061,25,019,00000,43790,00000,1,A,Nantucket town,Massachusetts,10172,10172,10164,10141,10331,10561,10821,10925
050,25,021,00000,00000,00000,0,A,Norfolk County,Massachusetts,670850,670743,672788,678073,682997,688826,692688,696023
157,25,021,07740,00000,00000,0,A,Braintree Town city,Massachusetts,35744,35739,35826,36122,36492,36984,37414,37497
157,25,021,25172,00000,00000,0,A,Franklin Town city,Massachusetts,31635,31635,31856,32252,32453,32779,33011,33147
157,25,021,55745,00000,00000,0,A,Quincy city,Massachusetts,92271,92271,92447,92569,92921,93373,93520,93618
157,25,021,78972,00000,00000,0,A,Weymouth Town city,Massachusetts,53743,53743,53799,54185,55037,55510,55747,55957
157,25,021,99990,00000,00000,0,S,Balance of Norfolk County,Massachusetts,457457,457355,458860,462945,466094,470180,472996,475804
061,25,021,00000,02935,00000,1,A,Avon town,Massachusetts,4356,4356,4364,4390,4419,4469,4490,4498
061,25,021,00000,04930,00000,1,A,Bellingham town,Massachusetts,16332,16336,16369,16439,16561,16709,16793,16891
061,25,021,00000,07740,00000,0,F,Braintree Town city,Massachusetts,35744,35739,35826,36122,36492,36984,37414,37497
071,25,021,07740,07740,00000,1,A,Braintree Town city,Massachusetts,35744,35739,35826,36122,36492,36984,37414,37497
061,25,021,00000,09175,00000,1,A,Brookline town,Massachusetts,58732,58618,58692,58848,58962,59277,59388,59195
061,25,021,00000,11315,00000,1,A,Canton town,Massachusetts,21561,21572,21622,21786,21986,22257,22551,22817
061,25,021,00000,14640,00000,1,A,Cohasset town,Massachusetts,7542,7540,7548,8143,8210,8288,8342,8393
061,25,021,00000,16495,00000,1,A,Dedham town,Massachusetts,24729,24729,24818,24897,25080,25322,25411,25397
061,25,021,00000,17405,00000,1,A,Dover town,Massachusetts,5589,5592,5605,5674,5738,5808,5887,5961
061,25,021,00000,24820,00000,1,A,Foxborough town,Massachusetts,16865,16865,16904,16993,17125,17302,17399,17456
061,25,021,00000,25172,00000,0,F,Franklin Town city,Massachusetts,31635,31635,31856,32252,32453,32779,33011,33147
071,25,021,25172,25172,00000,1,A,Franklin Town city,Massachusetts,31635,31635,31856,32252,32453,32779,33011,33147
061,25,021,00000,30455,00000,1,A,Holbrook town,Massachusetts,10791,10802,10822,10872,10936,10994,11041,11050
061,25,021,00000,39765,00000,1,A,Medfield town,Massachusetts,12024,12024,12052,12128,12240,12332,12412,12718
061,25,021,00000,39975,00000,1,A,Medway town,Massachusetts,12752,12758,12789,12840,12971,13063,13194,13253
061,25,021,00000,41515,00000,1,A,Millis town,Massachusetts,7891,7891,7903,7968,8012,8066,8110,8169
061,25,021,00000,41690,00000,1,A,Milton town,Massachusetts,27003,27003,27054,27121,27238,27358,27400,27374
061,25,021,00000,44105,00000,1,A,Needham town,Massachusetts,28886,28890,29081,29218,29417,29797,30250,30564
061,25,021,00000,46050,00000,1,A,Norfolk town,Massachusetts,11227,11227,11253,11417,11532,11621,11790,11908
061,25,021,00000,50250,00000,1,A,Norwood town,Massachusetts,28602,28604,28642,28721,28856,29021,29114,29095
061,25,021,00000,54100,00000,1,A,Plainville town,Massachusetts,8264,8264,8294,8397,8469,8830,8956,9057
061,25,021,00000,55745,00000,0,F,Quincy city,Massachusetts,92271,92271,92447,92569,92921,93373,93520,93618
071,25,021,55745,55745,00000,1,A,Quincy city,Massachusetts,92271,92271,92447,92569,92921,93373,93520,93618
061,25,021,00000,55955,00000,1,A,Randolph town,Massachusetts,32112,32108,32437,32785,33289,33541,33666,33699
061,25,021,00000,60785,00000,1,A,Sharon town,Massachusetts,17612,17610,17642,17731,17859,18050,18147,18173
061,25,021,00000,67945,00000,1,A,Stoughton town,Massachusetts,26962,26955,27079,27738,27875,28197,28361,28431
061,25,021,00000,72495,00000,1,A,Walpole town,Massachusetts,24070,24069,24140,24403,24655,24788,24966,25102
061,25,021,00000,74175,00000,1,A,Wellesley town,Massachusetts,27982,27971,28128,28681,28715,28897,28872,29000
061,25,021,00000,78690,00000,1,A,Westwood town,Massachusetts,14618,14616,14644,14715,14803,14904,15022,16055
061,25,021,00000,78972,00000,0,F,Weymouth Town city,Massachusetts,53743,53743,53799,54185,55037,55510,55747,55957
071,25,021,78972,78972,00000,1,A,Weymouth Town city,Massachusetts,53743,53743,53799,54185,55037,55510,55747,55957
061,25,021,00000,82315,00000,1,A,Wrentham town,Massachusetts,10955,10955,10978,11040,11146,11289,11434,11548
050,25,023,00000,00000,00000,0,A,Plymouth County,Massachusetts,494919,494915,495912,498214,499510,503236,507050,510393
157,25,023,09000,00000,00000,0,A,Brockton city,Massachusetts,93810,93810,93846,94115,94009,94368,94800,95314
157,25,023,99990,00000,00000,0,S,Balance of Plymouth County,Massachusetts,401109,401105,402066,404099,405501,408868,412250,415079
061,25,023,00000,00170,00000,1,A,Abington town,Massachusetts,15985,15988,16004,16033,16047,16123,16179,16227
061,25,023,00000,08085,00000,1,A,Bridgewater town,Massachusetts,26563,26567,26709,26830,26898,27343,27531,27628
061,25,023,00000,09000,00000,0,F,Brockton city,Massachusetts,93810,93810,93846,94115,94009,94368,94800,95314
071,25,023,09000,09000,00000,1,A,Brockton city,Massachusetts,93810,93810,93846,94115,94009,94368,94800,95314
061,25,023,00000,11665,00000,1,A,Carver town,Massachusetts,11509,11509,11522,11523,11501,11544,11573,11629
061,25,023,00000,17895,00000,1,A,Duxbury town,Massachusetts,15059,15059,15081,15108,15155,15286,15370,15483
061,25,023,00000,18455,00000,1,A,East Bridgewater town,Massachusetts,13794,13790,13808,13896,13956,14080,14249,14343
061,25,023,00000,27795,00000,1,A,Halifax town,Massachusetts,7518,7518,7532,7566,7595,7668,7761,7834
061,25,023,00000,28285,00000,1,A,Hanover town,Massachusetts,13879,13879,13904,13934,14150,14268,14349,14424
061,25,023,00000,28495,00000,1,A,Hanson town,Massachusetts,10209,10209,10227,10266,10286,10325,10434,10630
061,25,023,00000,30210,00000,1,A,Hingham town,Massachusetts,22157,22157,22212,22307,22498,22746,22973,23120
061,25,023,00000,31645,00000,1,A,Hull town,Massachusetts,10293,10293,10308,10331,10350,10412,10451,10491
061,25,023,00000,33220,00000,1,A,Kingston town,Massachusetts,12629,12629,12640,12713,12767,12926,13117,13301
061,25,023,00000,33920,00000,1,A,Lakeville town,Massachusetts,10602,10602,10717,10787,10887,11181,11255,11338
061,25,023,00000,38540,00000,1,A,Marion town,Massachusetts,4907,4907,4919,4927,4910,4937,5064,5086
061,25,023,00000,38855,00000,1,A,Marshfield town,Massachusetts,25132,25132,25215,25349,25408,25498,25620,25709
061,25,023,00000,39450,00000,1,A,Mattapoisett town,Massachusetts,6045,6045,6056,6082,6112,6172,6216,6267
061,25,023,00000,40850,00000,1,A,Middleborough town,Massachusetts,23116,23116,23150,23249,23345,23639,23980,24350
061,25,023,00000,50145,00000,1,A,Norwell town,Massachusetts,10506,10506,10522,10571,10611,10696,10870,10984
061,25,023,00000,52630,00000,1,A,Pembroke town,Massachusetts,17837,17837,17868,17923,17952,18092,18183,18273
061,25,023,00000,54310,00000,1,A,Plymouth town,Massachusetts,56468,56468,56653,57141,57275,57616,58310,58890
061,25,023,00000,54415,00000,1,A,Plympton town,Massachusetts,2820,2820,2829,2841,2847,2870,2893,2917
061,25,023,00000,57600,00000,1,A,Rochester town,Massachusetts,5232,5232,5243,5302,5322,5380,5439,5494
061,25,023,00000,57775,00000,1,A,Rockland town,Massachusetts,17489,17480,17499,17542,17581,17654,17747,17832
061,25,023,00000,60330,00000,1,A,Scituate town,Massachusetts,18133,18135,18157,18174,18186,18303,18399,18478
061,25,023,00000,72985,00000,1,A,Wareham town,Massachusetts,21822,21822,21852,22203,22323,22405,22464,22408
061,25,023,00000,75260,00000,1,A,West Bridgewater town,Massachusetts,6916,6916,6926,6935,6936,6997,7048,7094
061,25,023,00000,79530,00000,1,A,Whitman town,Massachusetts,14489,14489,14513,14566,14603,14707,14775,14849
050,25,025,00000,00000,00000,0,N,Suffolk County,Massachusetts,722023,722087,725262,736692,749610,760364,769809,778121
157,25,025,07000,00000,00000,0,A,Boston city,Massachusetts,617594,617680,620623,630286,642031,651710,660278,667137
157,25,025,13205,00000,00000,0,A,Chelsea city,Massachusetts,35177,35177,35304,36122,36711,37359,38263,39398
157,25,025,56585,00000,00000,0,A,Revere city,Massachusetts,51755,51733,51817,52535,52987,53316,53226,53422
157,25,025,81005,00000,00000,0,A,Winthrop Town city,Massachusetts,17497,17497,17518,17749,17881,17979,18042,18164
061,25,025,00000,07000,00000,0,F,Boston city,Massachusetts,617594,617680,620623,630286,642031,651710,660278,667137
071,25,025,07000,07000,00000,1,A,Boston city,Massachusetts,617594,617680,620623,630286,642031,651710,660278,667137
061,25,025,00000,13205,00000,0,F,Chelsea city,Massachusetts,35177,35177,35304,36122,36711,37359,38263,39398
071,25,025,13205,13205,00000,1,A,Chelsea city,Massachusetts,35177,35177,35304,36122,36711,37359,38263,39398
061,25,025,00000,56585,00000,0,F,Revere city,Massachusetts,51755,51733,51817,52535,52987,53316,53226,53422
071,25,025,56585,56585,00000,1,A,Revere city,Massachusetts,51755,51733,51817,52535,52987,53316,53226,53422
061,25,025,00000,81005,00000,0,F,Winthrop Town city,Massachusetts,17497,17497,17518,17749,17881,17979,18042,18164
071,25,025,81005,81005,00000,1,A,Winthrop Town city,Massachusetts,17497,17497,17518,17749,17881,17979,18042,18164
050,25,027,00000,00000,00000,0,N,Worcester County,Massachusetts,798552,798542,800341,803880,806313,810546,814972,818963
157,25,027,23875,00000,00000,0,A,Fitchburg city,Massachusetts,40318,40318,40419,40375,40417,40451,40499,40545
157,25,027,25485,00000,00000,0,A,Gardner city,Massachusetts,20228,20228,20163,20201,20323,20354,20270,20333
157,25,027,35075,00000,00000,0,A,Leominster city,Massachusetts,40759,40759,40771,40888,40912,41091,41445,41569
157,25,027,63345,00000,00000,0,A,Southbridge Town city,Massachusetts,16719,16719,16728,16746,16775,16808,16830,16865
157,25,027,82000,00000,00000,0,A,Worcester city,Massachusetts,181045,181041,181849,182372,182426,183121,184211,184815
157,25,027,99990,00000,00000,0,F,Balance of Worcester County,Massachusetts,499483,499477,500411,503298,505460,508721,511717,514836
061,25,027,00000,01885,00000,1,A,Ashburnham town,Massachusetts,6081,6081,6089,6113,6140,6162,6181,6209
061,25,027,00000,02480,00000,1,A,Athol town,Massachusetts,11584,11577,11608,11616,11635,11637,11626,11654
061,25,027,00000,02760,00000,1,A,Auburn town,Massachusetts,16188,16188,16195,16237,16285,16337,16414,16516
061,25,027,00000,03740,00000,1,A,Barre town,Massachusetts,5398,5398,5401,5403,5413,5442,5464,5496
061,25,027,00000,05490,00000,1,A,Berlin town,Massachusetts,2866,2866,2868,2895,2903,2945,2979,3020
061,25,027,00000,06015,00000,1,A,Blackstone town,Massachusetts,9026,9026,9027,9040,9064,9087,9092,9104
061,25,027,00000,06365,00000,1,A,Bolton town,Massachusetts,4897,4897,4925,4979,5014,5077,5133,5180
061,25,027,00000,07525,00000,1,A,Boylston town,Massachusetts,4355,4355,4355,4355,4393,4435,4476,4534
061,25,027,00000,09105,00000,1,A,Brookfield town,Massachusetts,3390,3390,3392,3393,3399,3400,3400,3411
061,25,027,00000,12715,00000,1,A,Charlton town,Massachusetts,12981,12981,12999,13058,13125,13184,13308,13406
061,25,027,00000,14395,00000,1,A,Clinton town,Massachusetts,13606,13606,13625,13636,13676,13723,13750,13805
061,25,027,00000,17300,00000,1,A,Douglas town,Massachusetts,8471,8470,8475,8529,8570,8628,8683,8728
061,25,027,00000,17685,00000,1,A,Dudley town,Massachusetts,11390,11390,11478,11495,11430,11489,11540,11587
061,25,027,00000,18560,00000,1,A,East Brookfield town,Massachusetts,2183,2183,2184,2183,2185,2188,2187,2187
061,25,027,00000,23875,00000,0,F,Fitchburg city,Massachusetts,40318,40318,40419,40375,40417,40451,40499,40545
071,25,027,23875,23875,00000,1,A,Fitchburg city,Massachusetts,40318,40318,40419,40375,40417,40451,40499,40545
061,25,027,00000,25485,00000,0,F,Gardner city,Massachusetts,20228,20228,20163,20201,20323,20354,20270,20333
071,25,027,25485,25485,00000,1,A,Gardner city,Massachusetts,20228,20228,20163,20201,20323,20354,20270,20333
061,25,027,00000,26430,00000,1,A,Grafton town,Massachusetts,17765,17765,17785,17888,18047,18172,18374,18540
061,25,027,00000,28740,00000,1,A,Hardwick town,Massachusetts,2990,2990,2992,2994,2996,3003,3008,3008
061,25,027,00000,28950,00000,1,A,Harvard town,Massachusetts,6520,6520,6533,6540,6550,6568,6568,6573
061,25,027,00000,30560,00000,1,A,Holden town,Massachusetts,17346,17346,17369,17510,17644,17995,18480,18645
061,25,027,00000,30945,00000,1,A,Hopedale town,Massachusetts,5911,5911,5912,5922,5932,5955,5951,5955
061,25,027,00000,31435,00000,1,A,Hubbardston town,Massachusetts,4382,4382,4395,4406,4430,4466,4523,4596
061,25,027,00000,34165,00000,1,A,Lancaster town,Massachusetts,8055,8055,8067,7927,7959,8063,8111,8166
061,25,027,00000,34795,00000,1,A,Leicester town,Massachusetts,10970,10970,10986,11066,11178,11258,11280,11334
061,25,027,00000,35075,00000,0,F,Leominster city,Massachusetts,40759,40759,40771,40888,40912,41091,41445,41569
071,25,027,35075,35075,00000,1,A,Leominster city,Massachusetts,40759,40759,40771,40888,40912,41091,41445,41569
061,25,027,00000,37420,00000,1,A,Lunenburg town,Massachusetts,10086,10086,10094,10841,10888,11044,11110,11241
061,25,027,00000,40255,00000,1,A,Mendon town,Massachusetts,5839,5839,5845,5861,5879,5908,5962,6024
061,25,027,00000,41165,00000,1,A,Milford town,Massachusetts,27999,27993,28028,28106,28193,28295,28497,28614
061,25,027,00000,41340,00000,1,A,Millbury town,Massachusetts,13261,13261,13264,13287,13327,13417,13455,13537
061,25,027,00000,41585,00000,1,A,Millville town,Massachusetts,3190,3190,3192,3192,3202,3216,3223,3234
061,25,027,00000,45105,00000,1,A,New Braintree town,Massachusetts,999,999,1002,1009,1017,1023,1022,1022
061,25,027,00000,46820,00000,1,A,Northborough town,Massachusetts,14155,14155,14391,14666,14648,14757,14914,15042
061,25,027,00000,46925,00000,1,A,Northbridge town,Massachusetts,15707,15707,15730,15888,16162,16315,16418,16544
061,25,027,00000,47135,00000,1,A,North Brookfield town,Massachusetts,4680,4680,4685,4700,4721,4745,4749,4749
061,25,027,00000,50670,00000,1,A,Oakham town,Massachusetts,1902,1902,1903,1907,1912,1919,1922,1929
061,25,027,00000,51825,00000,1,A,Oxford town,Massachusetts,13709,13709,13714,13738,13778,13816,13855,13916
061,25,027,00000,52420,00000,1,A,Paxton town,Massachusetts,4806,4806,4826,4861,4838,4851,4866,4884
061,25,027,00000,53120,00000,1,A,Petersham town,Massachusetts,1234,1234,1235,1239,1241,1246,1246,1246
061,25,027,00000,53225,00000,1,A,Phillipston town,Massachusetts,1682,1689,1690,1699,1713,1727,1734,1747
061,25,027,00000,55395,00000,1,A,Princeton town,Massachusetts,3413,3413,3418,3436,3444,3456,3461,3470
061,25,027,00000,58580,00000,1,A,Royalston town,Massachusetts,1258,1258,1259,1259,1265,1269,1269,1274
061,25,027,00000,58825,00000,1,A,Rutland town,Massachusetts,7973,7973,7999,8125,8216,8309,8402,8527
061,25,027,00000,61800,00000,1,A,Shrewsbury town,Massachusetts,35608,35608,35665,35903,36089,36343,36574,36805
061,25,027,00000,63165,00000,1,A,Southborough town,Massachusetts,9767,9767,9773,9816,9852,9902,9941,10038
061,25,027,00000,63345,00000,0,F,Southbridge Town city,Massachusetts,16719,16719,16728,16746,16775,16808,16830,16865
071,25,027,63345,63345,00000,1,A,Southbridge Town city,Massachusetts,16719,16719,16728,16746,16775,16808,16830,16865
061,25,027,00000,66105,00000,1,A,Spencer town,Massachusetts,11688,11688,11692,11720,11750,11784,11806,11810
061,25,027,00000,67385,00000,1,A,Sterling town,Massachusetts,7808,7808,7813,7828,7859,7889,7941,7992
061,25,027,00000,68155,00000,1,A,Sturbridge town,Massachusetts,9268,9268,9280,9318,9351,9416,9465,9514
061,25,027,00000,68610,00000,1,A,Sutton town,Massachusetts,8963,8964,8972,9020,9079,9142,9204,9272
061,25,027,00000,69275,00000,1,A,Templeton town,Massachusetts,8013,8013,8032,8046,8082,8147,8168,8176
061,25,027,00000,71480,00000,1,A,Upton town,Massachusetts,7542,7542,7554,7605,7642,7673,7701,7725
061,25,027,00000,71620,00000,1,A,Uxbridge town,Massachusetts,13457,13457,13468,13526,13587,13706,13787,13892
061,25,027,00000,73090,00000,1,A,Warren town,Massachusetts,5135,5135,5138,5143,5149,5176,5179,5189
061,25,027,00000,73895,00000,1,A,Webster town,Massachusetts,16767,16767,16776,16787,16805,16841,16840,16893
061,25,027,00000,75015,00000,1,A,Westborough town,Massachusetts,18272,18272,18281,18407,18385,18614,18781,18934
061,25,027,00000,75155,00000,1,A,West Boylston town,Massachusetts,7669,7669,7719,7754,7855,7838,7855,7894
061,25,027,00000,75400,00000,1,A,West Brookfield town,Massachusetts,3701,3701,3705,3717,3742,3757,3771,3780
061,25,027,00000,77010,00000,1,A,Westminster town,Massachusetts,7277,7277,7284,7307,7346,7411,7462,7570
061,25,027,00000,80405,00000,1,A,Winchendon town,Massachusetts,10300,10300,10324,10402,10475,10555,10609,10698
061,25,027,00000,82000,00000,0,F,Worcester city,Massachusetts,181045,181041,181849,182372,182426,183121,184211,184815
071,25,027,82000,82000,00000,1,A,Worcester city,Massachusetts,181045,181041,181849,182372,182426,183121,184211,184815
