School,ID,CoNo,StNo,Long,Lat,Low,High,Students
SKY VIEW MIDDLE SCHOOL,2.50678E+11,27,25,-71.7167,42.5407,6,8,893
SMITH ACADEMY,2.50594E+11,15,25,-72.6004,42.3765,7,12,192
SMITH LEADERSHIP ACADEMY CHARTER PUBLIC SCHOOL,2.50008E+11,25,25,-71.0588,42.3013,6,8,243
SMITH VOCATIONAL AND AGRICULTURAL HIGH,2.50886E+11,15,25,-72.6559,42.3318,9,12,413
SNOWDEN INTERNATIONAL SCHOOL AT COPLEY,2.50279E+11,25,25,-71.0776,42.3508,9,12,397
SNUG HARBOR COMMUNITY SCHOOL,2.50987E+11,21,25,-70.9657,42.2557,-1,5,426
SO SHORE VOCATIONAL TECHNICAL HIGH,2.51093E+11,23,25,-70.8632,42.1479,9,12,600
SOMERSET BERKLEY REGIONAL HIGH SCHOOL,2.50054E+11,5,25,-71.1471,41.7425,9,12,953
SOMERSET MIDDLE SCHOOL,2.51086E+11,5,25,-71.1637,41.7391,6,8,614
SOMERVILLE HIGH,2.51089E+11,17,25,-71.0962,42.3869,9,12,1265
SOULE ROAD,2.50573E+11,13,25,-72.4548,42.0935,4,5,345
SOUTH,2.51122E+11,17,25,-71.1003,42.4733,-1,5,320
SOUTH,2.50615E+11,21,25,-71.0065,42.132,4,6,322
SOUTH,2.51086E+11,5,25,-71.1657,41.7373,0,5,218
SOUTH EGREMONT,2.51104E+11,3,25,-73.3686,42.1011,0,1,10
SOUTH ELEMENTARY,2.51125E+11,21,25,-71.0833,42.1113,0,5,257
SOUTH ELEMENTARY,2.50609E+11,23,25,-70.8848,42.201,0,5,546
SOUTH ELEMENTARY,2.50972E+11,23,25,-70.605,41.836,-1,4,628
SOUTH ELEMENTARY,2.50246E+11,21,25,-71.4881,42.0334,0,4,446
SOUTH ELEMENTARY,2.50195E+11,9,25,-71.1498,42.6264,0,5,525
SOUTH END MIDDLE SCHOOL,2.51113E+11,13,25,-72.5841,42.0963,6,8,263
SOUTH GRAFTON ELEMENTARY,2.50537E+11,27,25,-71.6951,42.1793,-1,1,331
SOUTH HADLEY HIGH,2.51092E+11,15,25,-72.5856,42.2285,9,12,605
SOUTH HIGH COMMUNITY,2.51323E+11,27,25,-71.864,42.245,9,12,1264
SOUTH LAWRENCE EAST ELEMENTARY SCHOOL,2.50666E+11,9,25,-71.1469,42.6946,1,4,598
SOUTH LAWRENCE EAST MIDDLE SCHOOL,2.50666E+11,9,25,-71.1469,42.6946,7,8,293
SOUTH MEMORIAL,2.50936E+11,9,25,-70.9486,42.5157,-1,5,454
SOUTH MIDDLE SCHOOL,2.51263E+11,13,25,-72.751,42.1133,6,8,606
SOUTH MIDDLE SCHOOL,2.50309E+11,23,25,-71.0205,42.0607,6,8,522
SOUTH MIDDLE SCHOOL,2.50294E+11,21,25,-70.9975,42.1842,6,8,651
SOUTH RIVER,2.50735E+11,23,25,-70.7156,42.0955,0,5,473
SOUTH ROW,2.50351E+11,17,25,-71.3359,42.5771,0,4,412
SOUTH SHORE CHARTER PUBLIC SCHOOL,2.50004E+11,23,25,-70.8793,42.1553,0,12,564
SOUTH STREET ELEMENTARY,2.50489E+11,27,25,-71.7963,42.5716,-1,4,644
SOUTHAMPTON ROAD,2.51263E+11,13,25,-72.7282,42.1506,0,5,432
SOUTHBRIDGE MIDDLE/HIGH SCHOOL,2.51101E+11,27,25,-72.0071,42.0853,6,12,1062
SOUTHEAST AREA,2.51115E+11,5,25,-71.1,41.9044,-2,-2,524.5984339
SOUTHEAST SCHOOL,2.50678E+11,27,25,-71.7452,42.5188,0,5,580
SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL,2.51102E+11,5,25,-71.0818,42.0103,9,12,1280
SOUTHWICK-TOLLAND REGIONAL HIGH,2.50001E+11,13,25,-72.7481,42.062,9,12,544
SPARK ACADEMY,2.50666E+11,9,25,-71.1469,42.6946,5,6,256
SPAULDING MEMORIAL,2.50879E+11,17,25,-71.713,42.6701,0,4,466
SPENCER BORDEN,2.50483E+11,5,25,-71.1316,41.7135,-1,5,571
SPIRIT OF KNOWLEDGE CHARTER SCHOOL,2.50052E+11,27,25,-71.8042,42.2616,7,12,167
SPOFFORD POND,2.50288E+11,9,25,-71.0174,42.6969,3,6,459
SPRAGUE ELEMENTARY SCHOOL,2.51227E+11,21,25,-71.2979,42.3043,0,5,397
SPRING STREET,2.51077E+11,27,25,-71.7024,42.3051,0,4,367
SPRING STREET SCHOOL,2.51242E+11,23,25,-71.0152,42.0208,-1,0,140
SPRINGFIELD CENTRAL HIGH,2.51113E+11,13,25,-72.5487,42.1311,9,12,2086
SPRINGFIELD HIGH SCHOOL,2.51113E+11,13,25,-72.5587,42.0879,9,12,130
SPRINGFIELD PUBLIC DAY ELEMENTARY SCHOOL,2.51113E+11,13,25,-72.5894,42.1209,0,5,47
SPRINGFIELD PUBLIC DAY HIGH SCHOOL,2.51113E+11,13,25,-72.5067,42.1575,9,12,119
SPRINGFIELD PUBLIC DAY MIDDLE SCHOOL,2.51113E+11,13,25,-72.5628,42.1021,6,8,70
SQUANNACOOK EARLY CHILDHOOD CENTER,2.50879E+11,17,25,-71.6997,42.6759,-1,-1,91
SQUANTUM,2.50987E+11,21,25,-71.012,42.2978,0,5,363
STACY MIDDLE,2.50786E+11,27,25,-71.5216,42.1438,4,7,953
STALL BROOK,2.50246E+11,21,25,-71.4571,42.1228,0,4,252
STANLEY,2.51143E+11,9,25,-70.8979,42.4725,0,4,300
STANLEY M KOZIOL ELEMENTARY SCHOOL,2.51203E+11,15,25,-72.2625,42.2513,-1,3,470
STATION AVENUE ELEMENTARY,2.50414E+11,1,25,-70.1978,41.6799,0,3,440
STEARNS,2.50963E+11,3,25,-73.2997,42.4372,0,5,227
STEM MIDDLE ACADEMY,2.51113E+11,13,25,-72.551,42.1196,6,8,297
STEWARD ELEMENTARY,2.51167E+11,9,25,-70.9221,42.6474,-1,3,339
STONE THERAPEUTIC DAY MIDDLE SCHOOL,2.50483E+11,5,25,-71.1602,41.6838,6,8,30
STONEHAM HIGH,2.51122E+11,17,25,-71.0892,42.4724,9,12,668
STONEHAM MIDDLE SCHOOL,2.51122E+11,17,25,-71.0981,42.4853,6,8,568
STONY BROOK ELEMENTARY,2.50297E+11,1,25,-70.0691,41.7574,-1,2,253
STONY BROOK SCHOOL,2.51266E+11,17,25,-71.4583,42.6073,6,8,703
STONY HILL SCHOOL,2.50573E+11,13,25,-72.4566,42.1229,2,3,320
STOUGHTON HIGH,2.51125E+11,21,25,-71.1086,42.13,9,12,1006
STREIBER MEMORIAL SCHOOL,2.50366E+11,13,25,-72.5784,42.1946,0,5,294
STURGIS CHARTER PUBLIC SCHOOL,2.50006E+11,1,25,-70.2852,41.6521,9,12,803
SULLIVAN MIDDLE,2.51323E+11,27,25,-71.8607,42.2438,6,8,868
SUMMER STREET,2.50714E+11,9,25,-71.0404,42.5336,0,4,400
SUMNER AVENUE,2.51113E+11,13,25,-72.5745,42.0824,-1,5,539
SUMNER G. WHITTIER SCHOOL,2.50477E+11,17,25,-71.0579,42.4041,0,8,564
SUNDERLAND ELEMENTARY,2.51137E+11,11,25,-72.5754,42.4622,-1,6,203
SUSAN B. ANTHONY MIDDLE SCHOOL,2.51005E+11,25,25,-71.0199,42.4193,6,8,508
SUTTON EARLY LEARNING,2.5114E+11,27,25,-71.7706,42.1441,-1,2,342
SUTTON ELEMENTARY,2.5114E+11,27,25,-71.7706,42.1441,3,5,376
SUTTON HIGH SCHOOL,2.5114E+11,27,25,-71.7737,42.1426,9,12,418
SUTTON MIDDLE SCHOOL,2.5114E+11,27,25,-71.7737,42.1426,6,8,418
SWALLOW/UNION SCHOOL,2.5055E+11,17,25,-71.4825,42.6732,0,4,290
SWAMPSCOTT HIGH,2.51143E+11,9,25,-70.9028,42.474,9,12,722
SWAMPSCOTT MIDDLE,2.51143E+11,9,25,-70.9102,42.47,5,8,745
SWIFT RIVER,2.50853E+11,11,25,-72.3579,42.5213,-1,6,138
SWIFT RIVER ELEMENTARY,2.50243E+11,15,25,-72.4103,42.2683,1,3,526
SYLVESTER,2.50579E+11,23,25,-70.8408,42.1176,3,4,222
SZETELA EARLY CHILDHOOD CENTER,2.50366E+11,13,25,-72.6021,42.1596,-1,-1,261
TACONIC HIGH,2.50963E+11,3,25,-73.2736,42.4595,9,12,854
TAFT EARLY LEARNING CENTER,2.51185E+11,27,25,-71.6257,42.0838,-1,2,523
TAHANTO REGIONAL HIGH,2.50258E+11,27,25,-71.7214,42.371,6,12,542
TALBOT INNOVATION SCHOOL,2.50483E+11,5,25,-71.1255,41.6929,6,8,755
TANTASQUA REGIONAL JR HIGH,2.51149E+11,27,25,-72.1275,42.1606,7,8,563
TANTASQUA REGIONAL SR HIGH,2.51149E+11,27,25,-72.132,42.1605,9,12,756
TANTASQUA REGIONAL VOCATIONAL,2.51149E+11,27,25,-72.132,42.1605,9,12,460
TATHAM,2.51251E+11,13,25,-72.6621,42.1032,1,5,228
TATNUCK,2.51323E+11,27,25,-71.8508,42.2785,0,6,442
TAUNTON ALTERNATIVE HIGH SCHOOL,2.51152E+11,5,25,-71.097,41.9002,8,12,102
TAUNTON HIGH,2.51152E+11,5,25,-71.0717,41.9019,8,12,2338
TEACH,2.50597E+11,9,25,-71.0867,42.7884,2,12,42
TEATICKET,2.50486E+11,1,25,-70.5911,41.5674,-1,4,334
TECHBOSTON ACADEMY,2.50279E+11,25,25,-71.0766,42.2877,6,12,1015
TEMPLETON CENTER,2.50828E+11,27,25,-72.0671,42.5539,0,1,145
TENNEY GRAMMAR SCHOOL,2.50774E+11,9,25,-71.1776,42.7324,-1,8,1341
TEWKSBURY MEMORIAL HIGH,2.51158E+11,17,25,-71.2415,42.6025,9,12,985
THE ACADEMY OF EARLY LEARNING AT NORTH PARISH,2.50549E+11,11,25,-72.6111,42.6056,-1,-1,111
THE ENGLISH HIGH,2.50279E+11,25,25,-71.1086,42.3063,9,12,596
THE GATEWAY TO COLLEGE,2.5099E+11,27,25,-71.9871,42.594,9,12,64
THE LYNCH CENTER,2.50315E+11,21,25,-71.1131,42.3338,-1,-1,66
THE SPRINGFIELD RENAISSANCE SCHOOL,2.51113E+11,13,25,-72.5733,42.1333,6,12,705
THEODORE HERBERG MIDDLE,2.50963E+11,3,25,-73.2416,42.4337,6,8,620
THOMAS BLAKE MIDDLE,2.50753E+11,21,25,-71.2955,42.1864,6,8,660
THOMAS CARROLL,2.50936E+11,9,25,-70.9175,42.5322,0,5,592
THOMAS DITSON,2.50267E+11,17,25,-71.224,42.5371,0,5,614
THOMAS E. WILLETT SCHOOL,2.50219E+11,5,25,-71.2915,41.9465,0,4,412
THOMAS J KENNY,2.50279E+11,25,25,-71.0535,42.2865,-1,5,301
THOMAS M BALLIET,2.51113E+11,13,25,-72.527,42.1291,-1,5,332
THOMAS PRINCE,2.51188E+11,27,25,-71.8437,42.4424,0,8,373
THOMAS R PLYMPTON ELEMENTARY SCHOOL,2.512E+11,17,25,-71.2428,42.3823,0,5,448
THOMAS R RODMAN,2.50843E+11,5,25,-70.9486,41.6363,-1,5,164
THOMAS V NASH,2.51284E+11,21,25,-70.9581,42.1862,0,4,245
THOMAS W. HAMILTON PRIMARY SCHOOL,2.51284E+11,21,25,-70.9356,42.1659,0,4,400
THOMPSON,2.50198E+11,17,25,-71.1386,42.4127,0,5,358
THOMSON,2.5087E+11,9,25,-71.1352,42.6966,0,5,327
THOREAU,2.50384E+11,17,25,-71.3462,42.4539,-1,5,513
THORNDYKE ROAD,2.51323E+11,27,25,-71.7873,42.3017,0,6,334
THORNTON BURGESS,2.50573E+11,13,25,-72.4391,42.0643,5,8,281
THURGOOD MARSHALL MID,2.50711E+11,9,25,-70.9332,42.4734,6,8,957
TILTON,2.50597E+11,9,25,-71.0956,42.7751,0,4,507
TISBURY ELEMENTARY,2.51257E+11,7,25,-70.6104,41.4528,-1,8,326
TOY TOWN ELEMENTARY,2.51308E+11,27,25,-72.0521,42.684,3,5,303
TRACY,2.50711E+11,9,25,-70.9665,42.4692,1,5,393
TRI COUNTY REGIONAL VOCATIONAL TECHNICAL,2.51174E+11,21,25,-71.4214,42.0951,9,12,1037
TRINITY DAY ACADEMY,2.50843E+11,5,25,-70.9366,41.6391,6,12,41
TRITON REGIONAL HIGH SCHOOL,2.51174E+11,9,25,-70.9194,42.7447,9,12,738
TRITON REGIONAL MIDDLE SCHOOL,2.51174E+11,9,25,-70.9196,42.7447,7,8,439
TRURO CENTRAL,2.51173E+11,1,25,-70.0711,42.0176,-1,6,137
TUCKER,2.50798E+11,21,25,-71.0947,42.2608,0,5,366
TURKEY HILL MIDDLE,2.50708E+11,27,25,-71.7191,42.6003,4,7,480
TURNERS FALL HIGH,2.50527E+11,11,25,-72.5427,42.5878,9,12,269
TYNGSBOROUGH ELEMENTARY,2.51176E+11,17,25,-71.4453,42.6543,-1,5,851
TYNGSBOROUGH HIGH SCHOOL,2.51176E+11,17,25,-71.4082,42.6974,9,12,524
TYNGSBOROUGH MIDDLE,2.51176E+11,17,25,-71.4067,42.6967,6,8,463
UNDERMOUNTAIN,2.51104E+11,3,25,-73.3744,42.1059,-1,6,327
UNDERWOOD,2.50861E+11,17,25,-71.1838,42.3551,0,5,327
UNION HILL SCHOOL,2.51323E+11,27,25,-71.7905,42.2514,-1,6,468
UNIVERSITY PK CAMPUS SCHOOL,2.51323E+11,27,25,-71.8247,42.2479,7,12,230
UP ACADEMY CHARTER SCHOOL OF BOSTON,2.50053E+11,25,25,-71.0502,42.3334,6,8,459
UP ACADEMY CHARTER SCHOOL OF DORCHESTER,2.50055E+11,25,25,-71.0709,42.3001,-1,5,562
UP ACADEMY LEONARD MIDDLE SCHOOL,2.50666E+11,9,25,-71.1518,42.7097,6,8,356
UP ACADEMY OLIVER MIDDLE SCHOOL,2.50666E+11,9,25,-71.164,42.7104,6,6,118
UPPER CAPE COD VOCATIONAL TECHNICAL,2.5118E+11,1,25,-70.5787,41.7452,9,12,677
URBAN SCIENCE ACADEMY,2.50279E+11,25,25,-71.1745,42.2819,9,12,505
UXBRIDGE HIGH,2.51185E+11,27,25,-71.6173,42.0477,9,12,478
VAN SICKLE MIDDLE SCHOOL,2.51113E+11,13,25,-72.5737,42.1331,6,8,990
VARNUM BROOK,2.50879E+11,17,25,-71.5893,42.669,0,4,591
VASSAL LANE UPPER SCHOOL,2.50327E+11,17,25,-71.1393,42.3848,6,8,302
VERITAS PREPARATORY CHARTER SCHOOL,2.50054E+11,13,25,-72.575,42.0944,5,6,156
VERNON HILL SCHOOL,2.51323E+11,27,25,-71.7905,42.2407,-1,6,467
VETERANS MEMORIAL,2.5105E+11,9,25,-71.0041,42.454,0,5,585
VETERANS MEMORIAL,2.50528E+11,9,25,-70.6499,42.62,0,5,215
VETERANS PARK ELEMENTARY,2.50705E+11,13,25,-72.4627,42.1725,4,5,437
VILLAGE SCHOOL,2.50726E+11,9,25,-70.8663,42.5031,4,6,692
VINCENT M IGO ELEMENTARY,2.50495E+11,21,25,-71.2512,42.0611,0,4,381
VINSON-OWEN ELEMENTARY,2.51311E+11,17,25,-71.1748,42.4501,0,5,415
W EDWARD BALMER,2.50894E+11,27,25,-71.6808,42.1172,2,4,630
WACHUSETT REGIONAL HIGH,2.51188E+11,27,25,-71.8745,42.3531,9,12,2095
WAHCONAH REGIONAL HIGH,2.50339E+11,3,25,-73.1399,42.473,9,12,563
WAKEFIELD MEMORIAL HIGH,2.51191E+11,17,25,-71.0507,42.4964,9,12,968
WALES ELEMENTARY,2.51194E+11,13,25,-72.2295,42.0729,-1,6,157
WALNUT SQUARE,2.50597E+11,9,25,-71.0835,42.7937,0,2,140
WALPOLE HIGH,2.51197E+11,21,25,-71.2476,42.1367,9,12,1170
WALSH MIDDLE,2.50498E+11,17,25,-71.428,42.3217,6,8,679
WALTER J PATON,2.51077E+11,27,25,-71.7132,42.2927,1,4,340
WALTER S PARKER MIDDLE,2.50999E+11,17,25,-71.1155,42.5229,6,8,564
WALTHAM SR HIGH,2.512E+11,17,25,-71.2293,42.3943,9,12,1389
WALTON,2.51191E+11,17,25,-71.0859,42.5071,0,4,188
WAMPATUCK ELEMENTARY,2.51056E+11,23,25,-70.7423,42.21,0,6,366
WAMSUTTA MIDDLE SCHOOL,2.50219E+11,5,25,-71.281,41.9133,5,8,537
WARE JUNIOR/SENIOR HIGH SCHOOL,2.51203E+11,15,25,-72.263,42.25,7,12,476
WARE MIDDLE SCHOOL,2.51203E+11,15,25,-72.2622,42.2528,4,6,321
WAREHAM COOPERATIVE JUNIOR/SENIOR HIGH SCHOOL,2.51206E+11,23,25,-70.7238,41.7585,7,12,104
WAREHAM MIDDLE,2.51206E+11,23,25,-70.7229,41.7594,5,8,821
WAREHAM SENIOR HIGH,2.51206E+11,23,25,-70.7233,41.7582,9,12,603
WARNER,2.51113E+11,13,25,-72.4942,42.1403,-1,5,342
WARREN ELEMENTARY,2.5121E+11,27,25,-72.2229,42.191,-1,6,461
WARREN-PRESCOTT,2.50279E+11,25,25,-71.0646,42.3779,-1,8,542
WARWICK COMMUNITY SCHOOL,2.5096E+11,11,25,-72.3368,42.6873,-1,6,57
WASHINGTON,2.50702E+11,17,25,-71.3287,42.624,-1,4,265
WASHINGTON,2.51113E+11,13,25,-72.5499,42.0827,-1,5,502
WASHINGTON ELEMENTARY SCHOOL,2.50711E+11,9,25,-70.954,42.4617,0,4,357
WASHINGTON IRVING MIDDLE,2.50279E+11,25,25,-71.125,42.2836,6,8,443
WATERFORD STREET,2.50513E+11,27,25,-72.0036,42.5726,-1,2,487
WATERTOWN HIGH,2.51218E+11,17,25,-71.1782,42.3698,9,12,735
WATERTOWN MIDDLE,2.51218E+11,17,25,-71.1916,42.3725,6,8,541
WAWECUS ROAD SCHOOL,2.51323E+11,27,25,-71.7894,42.2915,0,6,161
WAYLAND HIGH SCHOOL,2.51221E+11,17,25,-71.3747,42.3432,9,12,842
WAYLAND MIDDLE SCHOOL,2.51221E+11,17,25,-71.3614,42.3242,6,8,663
WEBSTER MIDDLE SCHOOL,2.51224E+11,27,25,-71.8701,42.0425,3,6,585
WEBSTER SCHOOL,2.50477E+11,17,25,-71.0389,42.4125,-1,4,536
WELLESLEY MIDDLE,2.51227E+11,21,25,-71.2896,42.3042,6,8,1164
WELLESLEY SR HIGH,2.51227E+11,21,25,-71.2793,42.3031,9,12,1434
WELLFLEET ELEMENTARY,2.5123E+11,1,25,-70.0234,41.9414,-1,5,125
WESSAGUSSET,2.51284E+11,21,25,-70.9451,42.2465,0,4,353
WEST AREA,2.51115E+11,27,25,-71.6045,42.2943,-2,-2,524.5984339
WEST BARNSTABLE ELEMENTARY,2.50231E+11,1,25,-70.3274,41.6992,0,3,279
WEST BOYLSTON JUNIOR/SENIOR HIGH,2.51239E+11,27,25,-71.7909,42.3735,6,12,518
WEST BRIDGEWATER JUNIOR/SENIOR,2.51242E+11,23,25,-71.0158,42.0188,7,12,654
WEST BROOKFIELD ELEMENTARY,2.5121E+11,27,25,-72.1328,42.2387,-1,6,311
WEST ELEMENTARY,2.51125E+11,21,25,-71.1127,42.1303,-1,5,375
WEST ELEMENTARY,2.50972E+11,23,25,-70.7206,41.9457,0,5,394
WEST ELEMENTARY,2.50195E+11,9,25,-71.1722,42.6642,-1,5,659
WEST INTERMEDIATE,2.51305E+11,17,25,-71.189,42.5492,4,5,277
WEST MEMORIAL,2.50936E+11,9,25,-71.014,42.5483,-1,5,280
WEST MIDDLE SCHOOL,2.50309E+11,23,25,-71.0445,42.08,6,8,607
WEST PARISH,2.50528E+11,9,25,-70.7118,42.6198,0,5,360
WEST ROXBURY ACADEMY,2.50279E+11,25,25,-71.1746,42.2822,9,12,612
WEST SOMERVILLE NEIGHBORHOOD,2.51089E+11,17,25,-71.1266,42.4063,-1,8,367
WEST SPRINGFIELD HIGH,2.51251E+11,13,25,-72.6397,42.121,9,12,1178
WEST SPRINGFIELD MIDDLE,2.51251E+11,13,25,-72.6469,42.1261,6,8,886
WEST STREET,2.5054E+11,15,25,-72.5191,42.2578,-1,3,258
WEST STREET,2.51101E+11,27,25,-72.0508,42.0796,1,5,415
WEST TATNUCK,2.51323E+11,27,25,-71.8691,42.2828,-1,6,353
WEST TISBURY ELEMENTARY,2.50004E+11,7,25,-70.662,41.4033,-1,8,278
WEST VILLAGES ELEMENTARY SCHOOL,2.50231E+11,1,25,-70.3888,41.6624,0,3,458
WEST WAREHAM ACADEMY,2.51206E+11,23,25,-70.7663,41.7912,7,12,16
WESTBOROUGH HIGH,2.5126E+11,27,25,-71.6167,42.2621,9,12,1053
WESTFIELD HIGH,2.51263E+11,13,25,-72.7534,42.1473,9,12,1411
WESTFIELD VOCATIONAL TECHNICAL HIGH,2.51263E+11,13,25,-72.7615,42.1227,9,12,470
WESTFORD ACADEMY,2.51266E+11,17,25,-71.4638,42.5775,9,12,1648
WESTHAMPTON ELEMENTARY SCHOOL,2.51269E+11,15,25,-72.7652,42.3176,-1,6,148
WESTMINSTER ELEMENTARY,2.50204E+11,27,25,-71.9094,42.5428,2,5,365
WESTON HIGH,2.51275E+11,17,25,-71.304,42.3405,9,12,778
WESTON MIDDLE,2.51275E+11,17,25,-71.3032,42.3381,6,8,533
WESTPORT ELEMENTARY,2.51278E+11,5,25,-71.0652,41.6251,1,4,515
WESTPORT HIGH,2.51278E+11,5,25,-71.0803,41.6215,9,12,381
WESTPORT MIDDLE,2.51278E+11,5,25,-71.0652,41.6223,5,8,546
WESTWOOD HIGH,2.51281E+11,21,25,-71.2169,42.2172,9,12,935
WESTWOOD INTEGRATED PRESCHOOL,2.51281E+11,21,25,-71.2208,42.2181,-1,-1,47
WEYMOUTH HIGH SCHOOL,2.51284E+11,21,25,-70.9325,42.2219,9,12,2053
WHALING CITY JUNIOR/SENIOR HIGH SCHOOL,2.50843E+11,5,25,-70.9316,41.6348,6,12,99
WHATELY ELEMENTARY,2.51287E+11,11,25,-72.6094,42.4507,-1,6,144
WHITE BROOK MIDDLE SCHOOL,2.50459E+11,15,25,-72.6719,42.2529,5,8,464
WHITE STREET,2.51113E+11,13,25,-72.5537,42.09,0,5,389
WHITIN ELEMENTARY SCHOOL,2.51185E+11,27,25,-71.6305,42.0886,3,5,428
WHITMAN HANSON REGIONAL,2.51293E+11,23,25,-70.9083,42.0699,9,12,1176
WHITMAN MIDDLE,2.51293E+11,23,25,-70.958,42.0785,6,8,578
WHITTIER REGIONAL VOCATIONAL,2.51295E+11,9,25,-71.0236,42.8099,9,12,1285
WILBRAHAM MIDDLE,2.50573E+11,13,25,-72.458,42.1333,6,8,561
WILBUR,2.51086E+11,5,25,-71.1788,41.7225,0,5,158
WILDWOOD,2.51305E+11,17,25,-71.1535,42.5506,-1,0,204
WILDWOOD ELEMENTARY,2.50189E+11,15,25,-72.5131,42.3873,0,6,407
WILLARD,2.50384E+11,17,25,-71.3824,42.4296,-1,5,509
WILLIAM A BERKOWITZ ELEMENTARY,2.50354E+11,25,25,-71.0195,42.3997,1,4,555
WILLIAM A WELCH SR,2.50936E+11,9,25,-70.9305,42.5181,-1,5,328
WILLIAM E NORRIS,2.51095E+11,15,25,-72.7243,42.2414,-1,6,550
WILLIAM E RUSSELL,2.50279E+11,25,25,-71.0595,42.3203,-1,5,370
WILLIAM E SHEEHAN,2.51281E+11,21,25,-71.2363,42.2076,0,5,388
WILLIAM ELLERY CHANNING,2.50279E+11,25,25,-71.1333,42.2516,-1,5,317
WILLIAM F. STANLEY ELEMENTARY SCHOOL,2.512E+11,17,25,-71.2519,42.3674,-1,5,481
WILLIAM G VINAL,2.50903E+11,23,25,-70.7974,42.1762,-1,5,533
WILLIAM H LINCOLN,2.50315E+11,21,25,-71.1294,42.3286,0,8,564
WILLIAM H OHRENBERGER,2.50279E+11,25,25,-71.1492,42.2605,3,8,607
WILLIAM H TAYLOR,2.50843E+11,5,25,-70.9119,41.6091,0,5,227
WILLIAM MCKINLEY,2.50279E+11,25,25,-71.0734,42.3445,0,12,369
WILLIAM MCKINLEY,2.51005E+11,25,25,-71.0147,42.4098,0,5,533
WILLIAM MITCHELL,2.50837E+11,21,25,-71.2225,42.2886,0,5,498
WILLIAM MONROE TROTTER,2.50279E+11,25,25,-71.0879,42.3157,-1,5,411
WILLIAM N. DEBERRY,2.51113E+11,13,25,-72.5663,42.1089,0,5,310
WILLIAM P. GORMAN/FORT BANKS ELEMENTARY,2.51317E+11,25,25,-70.9807,42.3853,-1,2,512
WILLIAM PITTAWAY ELEMENTARY,2.5021E+11,17,25,-71.4604,42.258,-1,-1,122
WILLIAM R FALLON,2.50711E+11,9,25,-70.9708,42.4688,0,6,48
WILLIAM R. PECK SCHOOL,2.50627E+11,13,25,-72.6275,42.1984,4,8,389
WILLIAM S GREENE,2.50483E+11,5,25,-71.153,41.6862,-1,5,832
WILLIAM SEACH,2.51284E+11,21,25,-70.9444,42.1967,0,4,375
WILLIAMS,2.50963E+11,3,25,-73.2093,42.4348,0,5,343
WILLIAMS,2.50861E+11,17,25,-71.2496,42.3422,0,5,303
WILLIAMS INTERMEDIATE SCHOOL,2.50303E+11,23,25,-70.9806,41.9842,4,6,734
WILLIAMS MIDDLE,2.50699E+11,13,25,-72.5662,42.0524,6,8,393
WILLIAMSBURG SCHOOLS,2.51299E+11,15,25,-72.7308,42.3915,-1,6,153
WILLIAMSTOWN ELEMENTARY,2.51302E+11,3,25,-73.1978,42.7154,-1,6,439
WILLIS E THORPE,2.50399E+11,9,25,-70.9203,42.5726,0,5,318
WILMINGTON HIGH,2.51305E+11,17,25,-71.1651,42.5555,9,12,925
WILMINGTON MIDDLE SCHOOL,2.51305E+11,17,25,-71.1879,42.5511,6,8,851
WILSON MIDDLE,2.50834E+11,17,25,-71.3578,42.3027,5,8,938
WINCHENDON PRESCHOOL PROGRAM,2.51308E+11,27,25,-72.042,42.6981,-1,-1,85
WINCHESTER HIGH SCHOOL,2.51311E+11,17,25,-71.1345,42.4568,9,12,1150
WINN BROOK,2.50249E+11,17,25,-71.1651,42.3996,0,4,447
WINSHIP ELEMENTARY,2.50279E+11,25,25,-71.1554,42.3476,-1,5,302
WINTER HILL COMMUNITY,2.51089E+11,17,25,-71.0987,42.3919,-1,8,395
WINTHROP,2.50762E+11,17,25,-71.0516,42.4577,0,5,342
WINTHROP,2.50648E+11,9,25,-70.8399,42.6828,-1,5,463
WINTHROP L CHENERY MIDDLE,2.50249E+11,17,25,-71.1709,42.3861,5,8,1268
WINTHROP MIDDLE SCHOOL,2.51317E+11,25,25,-70.9881,42.3762,6,8,471
WINTHROP SCHOOL,2.50567E+11,9,25,-70.8704,42.6132,-1,5,275
WINTHROP SR HIGH,2.51317E+11,25,25,-70.9797,42.3804,9,12,559
WIRE VILLAGE SCHOOL,2.5E+11,27,25,-71.9754,42.2624,2,5,449
WITCHCRAFT HEIGHTS,2.51038E+11,9,25,-70.9205,42.5164,0,5,493
WM B ROGERS MIDDLE,2.50279E+11,25,25,-71.1222,42.2578,6,8,484
WM DIAMOND MIDDLE,2.50684E+11,17,25,-71.2282,42.4636,6,8,791
WM H GALVIN MIDDLE,2.5033E+11,21,25,-71.1321,42.1858,6,8,783
WM J DEAN VOCATIONAL TECHNICAL HIGH,2.50627E+11,13,25,-72.6302,42.1785,9,12,460
WM L FOSTER ELEMENTARY,2.50609E+11,23,25,-70.9013,42.2533,0,5,486
WM P CONNERY,2.50711E+11,9,25,-70.9626,42.4611,-1,5,583
WOBURN HIGH,2.5132E+11,17,25,-71.1438,42.4835,9,12,1332
WOBURN STREET,2.51305E+11,17,25,-71.1493,42.5686,1,3,420
WOLF SWAMP ROAD,2.50699E+11,13,25,-72.5605,42.0386,0,5,357
WOLLASTON SCHOOL,2.50987E+11,21,25,-71.0236,42.2633,0,5,346
